"D1.source.country","D1.destination.country"
"Taiwan","China"
"Taiwan","Cambodia"
"Taiwan","China"
"Taiwan","Japan"
"Taiwan","United States"
"Taiwan","United States"
"Taiwan","Vietnam"
"Taiwan","Singapore"
"Taiwan","Indonesia"
"Taiwan","China"
"Taiwan","China"
"Taiwan","China"
"Taiwan","Canada"
"Taiwan","Canada"
"Taiwan","South Korea"
"Taiwan","Japan"
"Taiwan","China"
"China","Taiwan"
"China","Taiwan"
"China","Taiwan"
"Austria","Thailand"
"Canada","Taiwan"
"Canada","Taiwan"
"United Kingdom","Latvia"
"Norway","Latvia"
"Netherlands","United Arab Emirates"
"Netherlands","Latvia"
"Sweden","Latvia"
"Greece","Latvia"
"United Arab Emirates","Netherlands"
"United Arab Emirates","Belgium"
"United Arab Emirates","Germany"
"United Arab Emirates","Germany"
"Spain","Latvia"
"Norway","Latvia"
"Denmark","Latvia"
"Belgium","United Arab Emirates"
"Belgium","Latvia"
"Belgium","Lithuania"
"Hungary","Latvia"
"France","Latvia"
"Denmark","Latvia"
"Russia","Latvia"
"Germany","Latvia"
"Italy","Latvia"
"Germany","United Arab Emirates"
"Germany","Latvia"
"Sweden","Latvia"
"Azerbaijan","Latvia"
"Germany","Latvia"
"Finland","Latvia"
"Ukraine","Latvia"
"Russia","Latvia"
"Moldova","Latvia"
"Cyprus","Latvia"
"Russia","Latvia"
"United Kingdom","Latvia"
"United Kingdom","Italy"
"Italy","United Kingdom"
"Malta","Latvia"
"Belarus","Latvia"
"Germany","United Arab Emirates"
"Germany","Latvia"
"Italy","Latvia"
"France","Latvia"
"Italy","Latvia"
"Norway","Latvia"
"Lithuania","Latvia"
"Czech Republic","Latvia"
"Latvia","United Kingdom"
"Latvia","Norway"
"Latvia","Netherlands"
"Latvia","Sweden"
"Latvia","Greece"
"Latvia","Spain"
"Latvia","Norway"
"Latvia","Denmark"
"Latvia","Belgium"
"Latvia","Hungary"
"Latvia","France"
"Latvia","Denmark"
"Latvia","Russia"
"Latvia","Germany"
"Latvia","Italy"
"Latvia","Germany"
"Latvia","Sweden"
"Latvia","Azerbaijan"
"Latvia","Germany"
"Latvia","Finland"
"Latvia","Ukraine"
"Latvia","Russia"
"Latvia","Moldova"
"Latvia","Cyprus"
"Latvia","Russia"
"Latvia","United Kingdom"
"Latvia","Malta"
"Latvia","Belarus"
"Latvia","Germany"
"Latvia","Italy"
"Latvia","France"
"Latvia","Italy"
"Latvia","Norway"
"Latvia","Lithuania"
"Latvia","Czech Republic"
"Latvia","Turkey"
"Latvia","Norway"
"Latvia","Russia"
"Latvia","Uzbekistan"
"Latvia","Georgia"
"Latvia","Finland"
"Latvia","Estonia"
"Latvia","Israel"
"Latvia","Germany"
"Latvia","Italy"
"Latvia","Austria"
"Latvia","Russia"
"Latvia","Lithuania"
"Latvia","Poland"
"Latvia","Switzerland"
"Turkey","Latvia"
"Norway","Latvia"
"Russia","Latvia"
"Uzbekistan","Latvia"
"Georgia","Latvia"
"Finland","Latvia"
"Estonia","Latvia"
"Israel","Latvia"
"Germany","Latvia"
"Italy","Latvia"
"Austria","Latvia"
"Russia","Latvia"
"Lithuania","Belgium"
"Lithuania","Latvia"
"Poland","Latvia"
"Switzerland","Latvia"
"Congo (Kinshasa)","South Africa"
"South Africa","Congo (Kinshasa)"
"Italy","Albania"
"Italy","Albania"
"Mexico","Italy"
"Mexico","Italy"
"Cuba","Italy"
"Russia","Italy"
"Italy","Russia"
"Italy","Cuba"
"Italy","Dominican Republic"
"Italy","Albania"
"Cuba","Mexico"
"Cuba","Italy"
"Cuba","Italy"
"Dominican Republic","Italy"
"Dominican Republic","Italy"
"Italy","Mexico"
"Italy","Cuba"
"Italy","Dominican Republic"
"Italy","Albania"
"Italy","Albania"
"Cuba","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Italy","Albania"
"Italy","Albania"
"Antigua and Barbuda","Barbados"
"Antigua and Barbuda","Jamaica"
"Barbados","Antigua and Barbuda"
"Barbados","Jamaica"
"Barbados","Trinidad and Tobago"
"Barbados","Netherlands Antilles"
"Venezuela","Trinidad and Tobago"
"United States","Jamaica"
"United States","Jamaica"
"United States","Trinidad and Tobago"
"Guyana","United States"
"Guyana","Trinidad and Tobago"
"Guyana","Canada"
"Grenada","United States"
"Grenada","Trinidad and Tobago"
"Grenada","Canada"
"United States","Guyana"
"United States","Grenada"
"United States","Jamaica"
"United States","Jamaica"
"United States","Trinidad and Tobago"
"United States","Trinidad and Tobago"
"Jamaica","Antigua and Barbuda"
"Jamaica","Barbados"
"Jamaica","United States"
"Jamaica","United States"
"Jamaica","United States"
"Jamaica","Bahamas"
"Jamaica","Trinidad and Tobago"
"Jamaica","Netherlands Antilles"
"Jamaica","Canada"
"United Kingdom","Trinidad and Tobago"
"Jamaica","United States"
"Jamaica","United States"
"United States","Jamaica"
"United States","Trinidad and Tobago"
"United States","Trinidad and Tobago"
"Bahamas","Jamaica"
"Suriname","Trinidad and Tobago"
"Trinidad and Tobago","Barbados"
"Trinidad and Tobago","Venezuela"
"Trinidad and Tobago","United States"
"Trinidad and Tobago","Guyana"
"Trinidad and Tobago","Grenada"
"Trinidad and Tobago","United States"
"Trinidad and Tobago","Jamaica"
"Trinidad and Tobago","United Kingdom"
"Trinidad and Tobago","United States"
"Trinidad and Tobago","United States"
"Trinidad and Tobago","Suriname"
"Trinidad and Tobago","Saint Lucia"
"Trinidad and Tobago","Canada"
"Saint Lucia","Trinidad and Tobago"
"Netherlands Antilles","Barbados"
"Netherlands Antilles","Jamaica"
"Trinidad and Tobago","United States"
"Canada","Guyana"
"Canada","Grenada"
"Canada","Jamaica"
"Canada","Trinidad and Tobago"
"Philippines","South Korea"
"China","South Korea"
"Japan","South Korea"
"Hong Kong","South Korea"
"Taiwan","South Korea"
"Japan","South Korea"
"Macau","South Korea"
"Japan","South Korea"
"South Korea","Philippines"
"South Korea","China"
"South Korea","Japan"
"South Korea","Hong Kong"
"South Korea","Taiwan"
"South Korea","Japan"
"South Korea","Macau"
"South Korea","Japan"
"South Korea","Cambodia"
"South Korea","China"
"South Korea","Taiwan"
"South Korea","China"
"South Korea","China"
"South Korea","China"
"Cambodia","South Korea"
"China","South Korea"
"Taiwan","South Korea"
"China","South Korea"
"China","South Korea"
"China","South Korea"
"Equatorial Guinea","Benin"
"Benin","Equatorial Guinea"
"Benin","Equatorial Guinea"
"Cameroon","Equatorial Guinea"
"Equatorial Guinea","Benin"
"Equatorial Guinea","Cameroon"
"Ethiopia","China"
"Ethiopia","China"
"New Zealand","China"
"Sweden","Switzerland"
"Sweden","Finland"
"Sweden","China"
"Sweden","Finland"
"Sweden","Finland"
"Greece","Germany"
"Spain","Austria"
"Thailand","China"
"Thailand","China"
"India","China"
"Egypt","China"
"Egypt","China"
"China","Ethiopia"
"China","Egypt"
"China","Turkey"
"China","Japan"
"France","China"
"France","China"
"Indonesia","China"
"China","Macau"
"South Korea","China"
"China","Hong Kong"
"China","South Korea"
"China","Macau"
"China","Taiwan"
"Thailand","China"
"Thailand","China"
"Denmark","Germany"
"Denmark","Switzerland"
"Denmark","China"
"Japan","China"
"China","India"
"China","Germany"
"China","Hong Kong"
"China","South Korea"
"China","Pakistan"
"China","Nepal"
"China","Macau"
"China","Japan"
"China","Singapore"
"China","Taiwan"
"Mexico","United States"
"India","China"
"China","Japan"
"China","Japan"
"China","Hong Kong"
"China","South Korea"
"China","Japan"
"China","Japan"
"Germany","China"
"United Arab Emirates","China"
"United States","China"
"United States","China"
"Italy","China"
"North Korea","China"
"Germany","Denmark"
"Germany","China"
"Germany","China"
"Germany","China"
"Germany","China"
"Germany","China"
"Japan","China"
"Japan","China"
"South Korea","China"
"Brazil","Spain"
"Switzerland","Sweden"
"Switzerland","Denmark"
"Switzerland","China"
"Finland","Sweden"
"Finland","China"
"Finland","China"
"China","Taiwan"
"China","South Korea"
"China","Macau"
"China","Hong Kong"
"China","South Korea"
"China","Japan"
"China","Macau"
"China","Japan"
"China","South Korea"
